"registrationid","buildingid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","block","lot","bin","communityboard","lastregistrationdate","registrationenddate"
"366297","232972","3","BROOKLYN","316","316","316","DEVOE STREET","32530","11211","2921","15","3327845","1","2025-02-18T00:00:00.000","2025-09-01T00:00:00.000"
"316376","234178","3","BROOKLYN","49","49","49","DOUGLASS STREET","33730","11231","408","48","3006520","6","2018-10-01T00:00:00.000","2019-09-01T00:00:00.000"
"323023","235713","3","BROOKLYN","1475","1475","1475","EAST 2 STREET","34880","11230","6584","94","3173626","12","2025-07-11T00:00:00.000","2026-09-01T00:00:00.000"
"378812","236911","3","BROOKLYN","1879","1879","1889","EAST 3 STREET","34930","11223","6681","225","3178594","15","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"313902","237715","3","BROOKLYN","1733","1733","1733","EAST 4 STREET","34980","11223","6636","7501","3176086","15","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"911709","915580","4","QUEENS","69-20","69-20","69-20","213 STREET","26490","11364","7633","1","4451107","11","2025-12-08T00:00:00.000","2026-09-01T00:00:00.000"
"351582","241756","3","BROOKLYN","1372","1372","1374","EAST 10 STREET","35230","11230","6572","37","3173106","12","2008-11-20T00:00:00.000","2009-10-01T00:00:00.000"
"311985","241802","3","BROOKLYN","1499","1499","1499","EAST 10 STREET","35230","11230","6592","55","3174040","12","2025-07-07T00:00:00.000","2026-09-01T00:00:00.000"
"374936","243534","3","BROOKLYN","1860","1860","1860","EAST 13 STREET","35380","11229","6818","38","3183902","15","2017-09-27T00:00:00.000","2018-09-01T00:00:00.000"
"348252","248523","3","BROOKLYN","2513","2513","2513","EAST 19 STREET","35680","11235","7440","86","3204168","15","2024-06-07T00:00:00.000","2025-09-01T00:00:00.000"
"325988","255119","3","BROOKLYN","586","586","586","EAST 28 STREET","36080","11210","5229","1","3120922","14","2025-08-04T00:00:00.000","2026-09-01T00:00:00.000"
"349553","258344","3","BROOKLYN","1510","1510","1510","EAST 34 STREET","36330","11234","7669","79","3210477","18","2025-07-02T00:00:00.000","2026-09-01T00:00:00.000"
"333983","259923","3","BROOKLYN","887","887","887","EAST 35 STREET","36380","11210","7563","21","3206075","17","2020-01-06T00:00:00.000","2020-11-01T00:00:00.000"
"368816","263820","3","BROOKLYN","10","10","10","EAST 43 STREET","36780","11203","4847","4","3323149","17","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"826168","264635","3","BROOKLYN","308","308","308","EAST 45 STREET","36830","11203","4865","17","3108409","17","2025-08-22T00:00:00.000","2026-09-01T00:00:00.000"
"821444","266986","3","BROOKLYN","941","941","941","EAST 49 STREET","36980","11203","4784","162","3106462","17","2021-01-11T00:00:00.000","2021-09-01T00:00:00.000"
"350869","267402","3","BROOKLYN","1750","1750","1750","EAST 51 STREET","37030","11234","7895","72","3220986","18","2025-09-19T00:00:00.000","2026-09-01T00:00:00.000"
"332480","267566","3","BROOKLYN","246","246","246","EAST 51 STREET","37030","11203","4637","16","3100840","17","2023-09-13T00:00:00.000","2024-09-30T00:00:00.000"
"817242","270175","3","BROOKLYN","248","248","248","EAST 54 STREET","37180","11203","4679","25","3102257","17","2025-09-09T00:00:00.000","2026-09-01T00:00:00.000"
"819157","279587","3","BROOKLYN","1372","1372","1372","EAST 86 STREET","37630","11236","8076","35","3227376","18","2025-09-26T00:00:00.000","2026-09-01T00:00:00.000"
"301114","283273","3","BROOKLYN","470","470","470","EAST 94 STREET","37980","11212","4690","58","3102565","17","2020-10-16T00:00:00.000","2021-09-01T00:00:00.000"
"342577","283355","3","BROOKLYN","673","673","673","EAST 94 STREET","37980","11236","4754","11","3105028","17",,"2025-09-01T00:00:00.000"
"429090","467514","4","QUEENS","33-29","33-27","33-29","71 STREET","15090","11372","1244","51","4028592","3","2025-12-17T00:00:00.000","2026-09-01T00:00:00.000"
"911709","915746","4","QUEENS","69-05","69-05","69-05","210 STREET","26340","11364","7633","1","4451147","11","2025-12-08T00:00:00.000","2026-09-01T00:00:00.000"
"351173","253053","3","BROOKLYN","2748","2748","2748","EAST 26 STREET","35980","11235","8785","25","3247202","15","2025-12-15T00:00:00.000","2026-09-01T00:00:00.000"
"303933","283938","3","BROOKLYN","61","61","61","EAST 95 STREET","38030","11212","4598","66","3099522","17","2025-07-29T00:00:00.000","2026-09-01T00:00:00.000"
"301137","284439","3","BROOKLYN","370","370","370","EAST 96 STREET","38080","11212","4670","56","3101886","17","2022-01-27T00:00:00.000","2022-09-01T00:00:00.000"
"826417","371093","3","BROOKLYN","484","484","484","SMITH STREET","77730","11231","478","27","3008167","6","2025-12-04T00:00:00.000","2026-09-01T00:00:00.000"
"813459","287532","3","BROOKLYN","1150","1150","1150","EASTERN PARKWAY","38430","11213","1397","15","3037579","9","2025-08-25T00:00:00.000","2026-09-01T00:00:00.000"
"342527","287961","3","BROOKLYN","717","717","717","EASTERN PARKWAY","38430","11213","1264","71","3032800","8","2025-04-03T00:00:00.000","2025-09-01T00:00:00.000"
"347226","292849","3","BROOKLYN","639","639","639","FLATBUSH AVENUE","40930","11225","5042","9","3115496","9","2023-08-01T00:00:00.000","2024-09-30T00:00:00.000"
"816488","293593","3","BROOKLYN","10560","10560","10560","FLATLANDS 2 STREET","41051","11236","8234","30","3231482","18","2025-01-03T00:00:00.000","2025-09-01T00:00:00.000"
"340690","299220","3","BROOKLYN","1591","1591","1591","GATES AVENUE","43330","11237","3338","23","3076394","4","2024-07-01T00:00:00.000","2025-09-01T00:00:00.000"
"347326","301984","3","BROOKLYN","165","165","165","GRAHAM AVENUE","44930","11206","3052","23","3071119","1","2025-07-09T00:00:00.000","2026-09-01T00:00:00.000"
"321241","302330","3","BROOKLYN","373","373","373","GRAND AVENUE","45030","11238","1982","33","3056829","2","2025-08-29T00:00:00.000","2026-09-01T00:00:00.000"
"359777","304281","3","BROOKLYN","54","54","54","GREENE AVENUE","45930","11238","1958","19","3055872","2","2018-03-13T00:00:00.000","2018-09-01T00:00:00.000"
"356040","304481","3","BROOKLYN","773","773","773","GREENE AVENUE","45930","11221","1614","7502","3043737","3","2021-08-12T00:00:00.000","2022-09-01T00:00:00.000"
"317057","305106","3","BROOKLYN","141","141","141","GUERNSEY STREET","46330","11222","2617","21","3065506","1","2025-09-23T00:00:00.000","2026-09-01T00:00:00.000"
"812392","305491","3","BROOKLYN","1106","1106","1106","HALSEY STREET","46730","11207","3410","17","3078793","4","2025-08-28T00:00:00.000","2026-09-01T00:00:00.000"
"319775","307216","3","BROOKLYN","57","57","57","HANCOCK STREET","47030","11216","1832","96","3052271","3","2024-09-27T00:00:00.000","2025-09-01T00:00:00.000"
"817840","307307","3","BROOKLYN","682","682","682","HANCOCK STREET","47030","11233","1662","23","3046212","3","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"357372","308864","3","BROOKLYN","999","999","999","HART STREET","47630","11237","3222","40","3073301","4","2024-04-23T00:00:00.000","2024-09-30T00:00:00.000"
"315516","309660","3","BROOKLYN","948","948","950","HEGEMAN AVENUE","48330","11208","4476","1","3098646","5","2025-08-05T00:00:00.000","2026-09-01T00:00:00.000"
"327621","310703","3","BROOKLYN","148","148","148","HENRY STREET","48830","11201","236","133","3001878","2","2025-08-31T00:00:00.000","2026-09-01T00:00:00.000"
"338447","311397","3","BROOKLYN","159","159","159","HERKIMER STREET","49130","11216","1861","50","3053768","3","2025-09-09T00:00:00.000","2026-09-01T00:00:00.000"
"310230","312514","3","BROOKLYN","224","222","236","HIGHLAND BOULEVARD","49830","11207","3886","10","3086213","5","2025-08-21T00:00:00.000","2026-09-01T00:00:00.000"
"375035","312673","3","BROOKLYN","122","122","122","HIGHLAWN AVENUE","49950","11223","6672","1","3177925","11","2024-07-30T00:00:00.000","2025-09-01T00:00:00.000"
"336680","312935","3","BROOKLYN","401","401","401","HIMROD STREET","50130","11237","3272","47","3074638","4","2024-10-08T00:00:00.000","2025-09-01T00:00:00.000"
"312250","313983","3","BROOKLYN","932","932","932","THOMAS S BOYLAND STREET","50830","11212","3611","1","3082507","16","2025-08-24T00:00:00.000","2026-09-01T00:00:00.000"
"304707","314235","3","BROOKLYN","740","740","740","HOWARD AVENUE","50930","11212","3550","39","3081485","16","2014-12-13T00:00:00.000","2015-09-01T00:00:00.000"
"324369","314764","3","BROOKLYN","181","181","181","HULL STREET","51430","11233","1534","52","3041738","16","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"337633","314989","3","BROOKLYN","434","434","434","HUMBOLDT STREET","51530","11211","2875","1","3070105","1","2025-10-11T00:00:00.000","2026-09-01T00:00:00.000"
"345492","316667","3","BROOKLYN","1064","1064","1064","JEFFERSON AVENUE","53030","11221","3387","27","3077803","4","2011-10-28T00:00:00.000","2012-10-01T00:00:00.000"
"318582","316686","3","BROOKLYN","1104","1104","1104","JEFFERSON AVENUE","53030","11221","3388","14","3077842","4","2023-04-04T00:00:00.000","2023-09-01T00:00:00.000"
"324581","316843","3","BROOKLYN","133","133","133","JEFFERSON AVENUE","53030","11216","1827","84","3051888","3","2025-09-12T00:00:00.000","2026-09-01T00:00:00.000"
"814191","317231","3","BROOKLYN","424","424","424","JEFFERSON AVENUE","53030","11221","1836","11","3052493","3","2025-07-16T00:00:00.000","2026-09-01T00:00:00.000"
"812723","317592","3","BROOKLYN","894","894","894","JEFFERSON AVENUE","53030","11221","1487","26","3039857","3","2025-09-30T00:00:00.000","2026-09-01T00:00:00.000"
"349041","320427","3","BROOKLYN","5475","5475","5475","KINGS HIGHWAY","54050","11203","4775","36","3105964","17","2025-07-15T00:00:00.000","2026-09-01T00:00:00.000"
"815646","321365","3","BROOKLYN","645","645","645","KNICKERBOCKER AVENUE","54100","11221","3365","108","3076916","4","2016-07-05T00:00:00.000","2017-09-01T00:00:00.000"
"352637","322012","3","BROOKLYN","1142","1142","1142","LAFAYETTE AVENUE","54130","11221","3273","23","3074653","4","2024-08-19T00:00:00.000","2025-09-01T00:00:00.000"
"351885","322457","3","BROOKLYN","818","818","818","LAFAYETTE AVENUE","54130","11221","1792","36","3050048","3","2016-07-01T00:00:00.000","2017-09-01T00:00:00.000"
"823063","323202","3","BROOKLYN","135","135","135","LAWRENCE STREET","54650","11201","152","24","3000406","2","2022-09-21T00:00:00.000","2023-09-01T00:00:00.000"
"330397","324659","3","BROOKLYN","652A","652A","652A","LEONARD STREET","55430","11222","2621","54","3065706","1","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"349002","326940","3","BROOKLYN","337","337","337","LINCOLN ROAD","56130","11225","1329","7501","3035373","9","2025-08-30T00:00:00.000","2026-09-01T00:00:00.000"
"309239","327366","3","BROOKLYN","483","483","483","LINDEN BOULEVARD","56230","11203","4860","31","3108247","17","2025-08-30T00:00:00.000","2026-09-01T00:00:00.000"
"307156","328142","3","BROOKLYN","42","42","42","LIVINGSTON STREET","56530","11201","268","33","3002626","2","2025-07-29T00:00:00.000","2026-09-01T00:00:00.000"
"816334","330770","3","BROOKLYN","197","197","197","MADISON STREET","58130","11216","1817","65","3051334","3","2020-12-22T00:00:00.000","2021-09-01T00:00:00.000"
"418462","461776","4","QUEENS","60-65","60-65","60-65","68 ROAD","14390","11385","3533","43","4085153","5","2025-12-01T00:00:00.000","2026-09-01T00:00:00.000"
"16721","744999","5","STATEN ISLAND","158","158","158","HETT AVENUE","32900","10306","4069","19","5056584","2",,"2026-09-01T00:00:00.000"
"342322","330989","3","BROOKLYN","490","490","490","MADISON STREET","58130","11221","1644","4","3045051","3","2025-08-25T00:00:00.000","2026-09-01T00:00:00.000"
"304820","332601","3","BROOKLYN","590","590","590","MARCY AVENUE","58730","11206","1758","47","3048772","3","2025-08-07T00:00:00.000","2026-09-01T00:00:00.000"
"826053","333245","3","BROOKLYN","500","500","500","MARION STREET","58930","11233","1522","33","3041395","16","2025-07-10T00:00:00.000","2026-09-01T00:00:00.000"
"363889","333521","3","BROOKLYN","181","181","181","MAUJER STREET","59330","11206","2789","36","3069623","1","2024-10-02T00:00:00.000","2025-09-01T00:00:00.000"
"366643","334815","3","BROOKLYN","656","656","656","MAC DONOUGH STREET","59530","11233","1501","2","3040318","3","2025-02-28T00:00:00.000","2025-09-01T00:00:00.000"
"821362","335751","3","BROOKLYN","163","163","163","MENAHAN STREET","60230","11221","3306","39","3075655","4","2024-12-31T00:00:00.000","2025-09-01T00:00:00.000"
"371282","341519","3","BROOKLYN","247","247","247","NASSAU AVENUE","63630","11222","2657","36","3066615","1","2025-09-02T00:00:00.000","2026-09-01T00:00:00.000"
"818180","343437","3","BROOKLYN","1171","1167","1171","NEW YORK AVENUE","64830","11203","4933","62","3110839","17","2020-11-20T00:00:00.000","2021-09-01T00:00:00.000"
"328655","344553","3","BROOKLYN","151","151","151","NEWTON STREET","65230","11222","2715","27","3067820","1","2025-07-21T00:00:00.000","2026-09-01T00:00:00.000"
"823906","346277","3","BROOKLYN","1736","1736","1736","NOSTRAND AVENUE","67030","11226","5173","33","3119231","17","2023-05-25T00:00:00.000","2024-09-30T00:00:00.000"
"321733","347552","3","BROOKLYN","265","265","265","OCEAN AVENUE","67530","11225","5026","337","3114668","9","2025-07-10T00:00:00.000","2026-09-01T00:00:00.000"
"306472","347772","3","BROOKLYN","681","673","689","OCEAN AVENUE","67530","11226","5124","26","3117624","14","2025-07-28T00:00:00.000","2026-09-01T00:00:00.000"
"365027","350216","3","BROOKLYN","420","420","420","PACIFIC STREET","68930","11217","190","18","3001137","2","2017-09-29T00:00:00.000","2018-09-01T00:00:00.000"
"344174","353113","3","BROOKLYN","463","463","463","PENNSYLVANIA AVENUE","70330","11207","3806","19","3084661","5","2025-08-22T00:00:00.000","2026-09-01T00:00:00.000"
"313349","355330","3","BROOKLYN","1475","1475","1475","PRESIDENT STREET","72230","11213","1279","43","3033415","9","2025-07-23T00:00:00.000","2026-09-01T00:00:00.000"
"371344","355975","3","BROOKLYN","953","953","953","PRESIDENT STREET","72230","11215","1066","43","3024705","6","2025-07-03T00:00:00.000","2026-09-01T00:00:00.000"
"821488","356717","3","BROOKLYN","1323","1323","1323","PROSPECT PLACE","72730","11213","1360","82","3036070","8","2021-01-27T00:00:00.000","2021-09-01T00:00:00.000"
"359617","358269","3","BROOKLYN","543","543","543","PUTNAM AVENUE","72930","11221","1826","56","3051817","3","2025-07-11T00:00:00.000","2026-09-01T00:00:00.000"
"339018","358717","3","BROOKLYN","235","229","235","QUENTIN ROAD","73030","11223","6627","38","3175640","11","2025-08-28T00:00:00.000","2026-09-01T00:00:00.000"
"339114","358802","3","BROOKLYN","296","296","296","QUENTIN ROAD","73030","11223","6655","3","3177028","11","2024-07-09T00:00:00.000","2025-09-01T00:00:00.000"
"818482","359344","3","BROOKLYN","439","439","439","QUINCY STREET","73050","11221","1805","49","3050742","3","2019-09-17T00:00:00.000","2020-11-01T00:00:00.000"
"329446","360515","3","BROOKLYN","315","315","315","MALCOLM X BOULEVARD","73190","11233","1687","8","3047850","3","2025-08-31T00:00:00.000","2026-09-01T00:00:00.000"
"340433","360560","3","BROOKLYN","450","450","450","VAN BUREN STREET","73190","11221","1617","5","3043857","3","2025-08-20T00:00:00.000","2026-09-01T00:00:00.000"
"302965","361691","3","BROOKLYN","7502","7502","7514","RIDGE BOULEVARD","73330","11209","5938","40","3148662","10","2025-09-22T00:00:00.000","2026-09-01T00:00:00.000"
"340038","363701","3","BROOKLYN","139","139","139","ROGERS AVENUE","73690","11216","1240","2","3031483","8","2025-09-09T00:00:00.000","2026-09-01T00:00:00.000"
"329839","365163","3","BROOKLYN","271","271","271","RUTLEDGE STREET","74330","11211","2220","52","3060911","1","1995-01-06T00:00:00.000","1995-09-30T00:00:00.000"
"325598","314901","3","BROOKLYN","17","17","17","HUMBOLDT STREET","51530","11206","3127","23","3071660","1","2025-12-08T00:00:00.000","2026-09-01T00:00:00.000"
"332775","368932","3","BROOKLYN","440","440","440","SENATOR STREET","76230","11220","5855","23","3144705","10","2025-08-22T00:00:00.000","2026-09-01T00:00:00.000"
"332381","369223","3","BROOKLYN","369","369","369","SHEFFIELD AVENUE","76430","11207","3771","5","3084286","5","2024-08-15T00:00:00.000","2025-09-01T00:00:00.000"
"383685","371819","3","BROOKLYN","204","204","204","SOUTH 1 STREET","78130","11211","2407","15","3062984","1","2025-10-09T00:00:00.000","2026-09-01T00:00:00.000"
"357454","372302","3","BROOKLYN","343","343","343","SOUTH 4 STREET","78430","11211","2437","35","3063361","1","2025-08-21T00:00:00.000","2026-09-01T00:00:00.000"
"375467","374340","3","BROOKLYN","118","118","118","ST MARKS AVENUE","80430","11217","1150","29","3028354","8","2025-08-12T00:00:00.000","2026-09-01T00:00:00.000"
"306667","375342","3","BROOKLYN","36","36","36","ST NICHOLAS AVENUE","80630","11237","3189","26","3072622","4","2008-09-19T00:00:00.000","2009-10-01T00:00:00.000"
"306027","375845","3","BROOKLYN","173","173","173","STARR STREET","81230","11237","3187","38","3072568","4","2025-07-30T00:00:00.000","2026-09-01T00:00:00.000"
"334699","151364","3","BROOKLYN","446","446","446","45 STREET","8830","11220","747","24","3011547","7","2025-12-16T00:00:00.000","2026-09-01T00:00:00.000"
"316900","377381","3","BROOKLYN","1917","1917","1917","STILLWELL AVENUE","81830","11223","7075","81","3189717","11","2025-07-16T00:00:00.000","2026-09-01T00:00:00.000"
"312348","378207","3","BROOKLYN","2177","2177","2177","STRAUSS STREET","82430","11212","3584","12","3082072","16","2008-10-02T00:00:00.000","2009-10-01T00:00:00.000"
"924156","692376","4","QUEENS","111-21","111-21","111-21","ROOSEVELT AVENUE","61090","11368","1784","22","4458317","3","2025-12-19T00:00:00.000","2026-09-01T00:00:00.000"
"821216","379548","3","BROOKLYN","395","395","395","SUMPTER STREET","83430","11233","1522","47","3041404","16","2025-07-01T00:00:00.000","2026-09-01T00:00:00.000"
"126831","8997","1","MANHATTAN","37","37","37","CARMINE STREET","14110","10014","586","36","1009907","2","2025-10-29T00:00:00.000","2026-09-01T00:00:00.000"
"305600","231356","3","BROOKLYN","507","507","507","DEAN STREET","31830","11217","1128","81","3027632","8","2025-12-17T00:00:00.000","2026-09-01T00:00:00.000"
"300658","164048","3","BROOKLYN","2401","2401","2417","63 STREET","9730","11204","6560","1","3172523","11","2025-12-08T00:00:00.000","2026-09-01T00:00:00.000"
"312843","305635","3","BROOKLYN","1316","1316","1316","HALSEY STREET","46730","11237","3413","28","3078921","4","2025-12-03T00:00:00.000","2026-09-01T00:00:00.000"
"365913","379920","3","BROOKLYN","1152","1152","1152","SUTTER AVENUE","83730","11208","4263","22","3095658","5","2025-10-08T00:00:00.000","2026-09-01T00:00:00.000"
"316212","380910","3","BROOKLYN","51","51","51","TEN EYCK STREET","84630","11206","2792","37","3069679","1","2025-08-08T00:00:00.000","2026-09-01T00:00:00.000"
"820585","383053","3","BROOKLYN","1154","1154","1154","UNION STREET","86530","11225","1275","10","3033181","9","2025-10-09T00:00:00.000","2026-09-01T00:00:00.000"
"310243","383992","3","BROOKLYN","896","896","896","UNION STREET","86530","11215","1066","19","3024695","6","2025-10-11T00:00:00.000","2026-09-01T00:00:00.000"
"365689","386954","3","BROOKLYN","783","783","783","VERMONT STREET","88030","11207","4325","54","3097371","5","2024-09-12T00:00:00.000","2025-09-01T00:00:00.000"
"308094","388145","3","BROOKLYN","613","613","613","WARREN STREET","89530","11217","934","71","3018684","6","2025-07-29T00:00:00.000","2026-09-01T00:00:00.000"
"310198","388648","3","BROOKLYN","266","266","266","WASHINGTON AVENUE","89730","11205","1917","45","3055074","2","2025-10-02T00:00:00.000","2026-09-01T00:00:00.000"
"307482","390363","3","BROOKLYN","1745","1745","1745","WEST 3 STREET","90630","11223","6654","44","3177019","11","2025-07-30T00:00:00.000","2026-09-01T00:00:00.000"
"304499","393513","3","BROOKLYN","2045","2045","2045","WEST 11 STREET","91030","11223","7095","65","3190913","11","2025-08-11T00:00:00.000","2026-09-01T00:00:00.000"
"322448","395128","3","BROOKLYN","2849","2849","2849","WEST 37 STREET","92130","11224","7004","67","3188702","13","2008-08-09T00:00:00.000","2008-10-01T00:00:00.000"
"315076","396868","3","BROOKLYN","26","26","26","WILSON AVENUE","93530","11237","3154","35","3071925","4","2025-08-11T00:00:00.000","2026-09-01T00:00:00.000"
"914572","408043","4","QUEENS","209-24","209-24","209-24","23 AVENUE","6940","11360","5893","47","4131223","7","2024-10-08T00:00:00.000","2025-09-01T00:00:00.000"
"409883","408208","4","QUEENS","27-10","27-10","27-10","23 AVENUE","6940","11105","853","40","4018042","1","2025-07-24T00:00:00.000","2026-09-01T00:00:00.000"
"406264","410021","4","QUEENS","21-71","21-71","21-71","24 STREET","7190","11105","869","5","4018970","1","2025-09-09T00:00:00.000","2026-09-01T00:00:00.000"
"400305","413252","4","QUEENS","21-11","21-11","21-11","27 STREET","7490","11105","857","29","4018301","1","2025-06-27T00:00:00.000","2026-09-01T00:00:00.000"
"413944","415475","4","QUEENS","25-09","25-09","25-09","29 STREET","7740","11102","838","19","4017397","1","2016-11-03T00:00:00.000","2017-09-01T00:00:00.000"
"918048","416035","4","QUEENS","34-01","34-01","34-01","30 AVENUE","7790","11103","628","48","4009182","1","2025-09-08T00:00:00.000","2026-09-01T00:00:00.000"
"923443","416037","4","QUEENS","34-03","34-03","34-03","30 AVENUE","7790","11103","628","47","4009181","1","2025-09-09T00:00:00.000","2026-09-01T00:00:00.000"
"910827","416251","4","QUEENS","69-20","69-20","69-20","30 AVENUE","7790","11377","1118","48","4024581","3","2025-08-20T00:00:00.000","2026-09-01T00:00:00.000"
"915903","826941","4","QUEENS","13-17","13-17","13-17","127 STREET","21740","11356","4004","25","4535797","7","2025-12-05T00:00:00.000","2026-09-01T00:00:00.000"
"423881","419558","4","QUEENS","140-18","140-18","140-18","33 AVENUE","8290","11354","4955","7505","4445443","7","2018-09-18T00:00:00.000","2019-09-01T00:00:00.000"
"408860","420571","4","QUEENS","31-15","31-15","31-15","33 STREET","8390","11106","623","35","4008896","1","2025-07-10T00:00:00.000","2026-09-01T00:00:00.000"
"425711","420700","4","QUEENS","35-19","35-19","35-19","33 STREET","8390","11106","606","17","4008092","1","2025-07-22T00:00:00.000","2026-09-01T00:00:00.000"
"401408","421393","4","QUEENS","44-15","44-15","44-15","34 AVENUE","8440","11101","707","1","4012340","1","2025-08-11T00:00:00.000","2026-09-01T00:00:00.000"
"927157","552945","4","QUEENS","130-04","130-04","130-04","143 STREET","22840","11436","12077","33","4262316","12","2025-12-23T00:00:00.000","2026-09-01T00:00:00.000"
"413217","421825","4","QUEENS","34-13","34-13","34-13","34 STREET","8540","11106","642","24","4009625","1","2025-09-03T00:00:00.000","2026-09-01T00:00:00.000"
"421551","422048","4","QUEENS","136-22","136-22","136-22","35 AVENUE","8590","11354","4960","14","4112155","7","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"408756","422509","4","QUEENS","90-11","90-01","90-11","35 AVENUE","8590","11372","1451","32","4035712","3","2025-10-11T00:00:00.000","2026-09-01T00:00:00.000"
"406811","422996","4","QUEENS","31-77","31-77","31-77","35 STREET","8640","11106","648","11","4009770","1","2025-07-07T00:00:00.000","2026-09-01T00:00:00.000"
"924467","424759","4","QUEENS","107-06","107-06","107-06","37 DRIVE","8840","11368","1774","23","4044507","3","2023-11-14T00:00:00.000","2024-09-30T00:00:00.000"
"411966","425257","4","QUEENS","31-30","31-30","31-30","37 STREET","8940","11103","649","53","4009865","1","2025-10-10T00:00:00.000","2026-09-01T00:00:00.000"
"413789","426276","4","QUEENS","25-39","25-39","25-39","38 STREET","9090","11103","654","20","4010257","1","2025-07-08T00:00:00.000","2026-09-01T00:00:00.000"
"419939","427132","4","QUEENS","46-01","45-09","46-01","39 AVENUE","9140","11104","125","28","4000857","2","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"414852","429022","4","QUEENS","20-24","20-24","20-24","41 STREET","9640","11105","799","42","4015622","1","2025-08-26T00:00:00.000","2026-09-01T00:00:00.000"
"415346","432072","4","QUEENS","32-60","32-60","32-60","43 STREET","9890","11103","690","63","4011676","1","2022-01-31T00:00:00.000","2022-09-01T00:00:00.000"
"355757","139465","3","BROOKLYN","8625","8625","8625","14 AVENUE","6480","11228","6357","22","3165977","11","2025-12-23T00:00:00.000","2026-09-01T00:00:00.000"
"402191","436563","4","QUEENS","39-29","39-29","39-29","47 AVENUE","10440","11104","194","6","4002592","2","2025-08-15T00:00:00.000","2026-09-01T00:00:00.000"
"415836","439146","4","QUEENS","30-18","30-18","30-18","49 STREET","10740","11103","739","53","4013695","1","2025-07-03T00:00:00.000","2026-09-01T00:00:00.000"
"424265","442104","4","QUEENS","94-35","94-35","94-35","53 AVENUE","11090","11373","1886","20","4430255","4","2025-10-10T00:00:00.000","2026-09-01T00:00:00.000"
"416920","445996","4","QUEENS","43-29","43-29","43-29","57 STREET","11990","11377","1330","7","4031171","2","2025-07-07T00:00:00.000","2026-09-01T00:00:00.000"
"353253","299029","3","BROOKLYN","1102","1102","1102","GATES AVENUE","43330","11221","3339","8","3076404","4","2025-12-19T00:00:00.000","2026-09-01T00:00:00.000"
"710110","890365","2","BRONX","467","467X","467X","EAST 138 STREET","25800","10454","2283","74","2114140","1","2025-12-09T00:00:00.000","2026-09-01T00:00:00.000"
"372059","364575","3","BROOKLYN","1033","1033","1033","RUTLAND ROAD","74230","11212","4597","43","3099462","17",,"2026-09-01T00:00:00.000"
"349089","132728","3","BROOKLYN","93","93","93","6 AVENUE","5680","11217","936","2","3018768","6","2025-12-16T00:00:00.000","2026-09-01T00:00:00.000"
"424943","431515","4","QUEENS","94-34","94-34","94-34","43 AVENUE","9840","11373","1601","11","4039985","4","2025-12-11T00:00:00.000","2026-09-01T00:00:00.000"
"424836","446590","4","QUEENS","59-90","59-90","59-90","58 AVENUE","12040","11378","2697","144","4060231","5","2024-12-26T00:00:00.000","2025-09-01T00:00:00.000"
"419576","447664","4","QUEENS","39-32","39-32","39-32","58 STREET","12190","11377","1228","70","4028279","2","2025-09-02T00:00:00.000","2026-09-01T00:00:00.000"
"414718","450916","4","QUEENS","37-64","37-64","37-64","60 STREET","12690","11377","1214","93","4027770","2","2025-08-27T00:00:00.000","2026-09-01T00:00:00.000"
"921228","451108","4","QUEENS","60-20","60-20","60-20","60 STREET","12690","11378","2651","31","4059604","5",,"2022-09-01T00:00:00.000"
"911545","455051","4","QUEENS","138-27","138-27","138-27","64 AVENUE","13240","11367","6399","48","4140056","7","2017-07-21T00:00:00.000","2018-09-01T00:00:00.000"
"404058","455992","4","QUEENS","44-49","44-49","44-49","64 STREET","13490","11377","2325","6","4535577","2","2007-10-18T00:00:00.000","2008-10-01T00:00:00.000"
"417059","457163","4","QUEENS","50-14","50-14","50-14","65 PLACE","13640","11377","2386","30","4055131","2","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"414964","458609","4","QUEENS","75-24","75-24","75-24","66 DRIVE","13840","11379","3066","41","4071786","5","2009-02-02T00:00:00.000","2009-10-01T00:00:00.000"
"422047","459516","4","QUEENS","219-55","219-55","219-55","67 AVENUE","13990","11364","7621","7501","4451729","11","2025-10-11T00:00:00.000","2026-09-01T00:00:00.000"
"430299","462311","4","QUEENS","71-11","71-11","71-11","68 STREET","14440","11385","3682","77","4089565","5","2025-10-11T00:00:00.000","2026-09-01T00:00:00.000"
"402415","467077","4","QUEENS","71-45","71-45","71-45","71 PLACE","14990","11385","3688","64","4089864","5","2025-09-23T00:00:00.000","2026-09-01T00:00:00.000"
"432465","643583","4","QUEENS","136-27","136-27","136-27","CHERRY AVENUE","38990","11355","5136","146","4115893","7","2025-12-23T00:00:00.000","2026-09-01T00:00:00.000"
